incident_id,created_date,resolved_date,status,priority,resolution_time,category_id,service_id,client_id
11806,2024-03-04 13:23:21,2024-03-05 11:23:21,Resolved,High,79200.0,2,1,95
11807,2024-02-20 09:33:14,2024-02-26 11:33:14,Closed,Low,525600.0,2,1,51
11808,2024-10-20 08:27:54,,In Progress,Low,,3,1,55
11809,2024-04-15 11:48:30,2024-04-20 11:48:30,Closed,Low,432000.0,2,1,26
11810,2024-08-16 20:56:17,,Open,High,,2,2,91
11811,2024-10-29 15:41:04,2024-11-01 04:41:04,Resolved,Medium,219600.0,2,1,43
11812,2024-04-08 03:00:25,,In Progress,Critical,,3,4,95
11813,2024-04-24 04:09:01,2024-04-24 19:09:01,Resolved,High,54000.0,4,2,84
11814,2024-02-24 09:24:01,,Open,High,,2,3,63
11815,2024-04-21 09:16:36,2024-04-24 02:16:36,Closed,Medium,234000.0,4,2,57
11816,2024-09-02 05:29:23,,In Progress,Critical,,3,1,73
11817,2024-03-21 04:00:07,,Open,High,,4,4,39
11818,2024-06-12 06:50:07,2024-06-14 14:50:07,Resolved,Medium,201600.0,2,1,44
11819,2024-03-08 19:47:58,2024-03-10 20:47:58,Resolved,Medium,176400.0,2,1,24
11820,2024-06-11 07:13:24,,Open,Critical,,4,2,39
11821,2024-02-08 12:56:33,2024-02-08 16:56:33,Closed,High,14400.0,2,4,50
11822,2024-05-17 18:05:57,2024-05-17 22:05:57,Closed,Critical,14400.0,3,2,20
11823,2024-10-13 06:49:29,,Open,Critical,,2,2,94
11824,2024-05-20 21:06:40,2024-05-20 23:06:40,Resolved,Critical,7200.0,3,5,35
11825,2024-07-13 19:50:19,,Open,Medium,,2,3,30
11826,2024-09-16 19:43:51,2024-09-18 01:43:51,Closed,Low,108000.0,1,3,8
11827,2024-04-16 17:01:41,,Open,High,,1,4,78
11828,2024-01-06 11:54:28,,In Progress,Medium,,3,2,39
11829,2024-07-27 04:11:02,2024-07-31 18:11:02,Resolved,Low,396000.0,1,1,69
11830,2024-08-11 18:56:41,2024-08-13 10:56:41,Resolved,Medium,144000.0,2,2,81
11831,2024-10-28 16:19:24,2024-10-31 04:19:24,Resolved,Medium,216000.0,4,3,29
11832,2024-07-31 16:54:44,2024-07-31 17:54:44,Closed,Critical,3600.0,3,2,33
11833,2024-04-29 18:09:51,2024-05-03 14:09:51,Closed,Low,331200.0,2,5,19
11834,2024-05-17 22:45:19,,Open,Low,,2,1,4
11835,2024-05-08 06:46:13,2024-05-08 13:46:13,Closed,Medium,25200.0,1,4,65
11836,2024-03-14 17:46:44,2024-03-16 08:46:44,Closed,Medium,140400.0,1,1,4
11837,2024-04-26 13:35:58,2024-04-26 15:35:58,Closed,Critical,7200.0,3,4,52
11838,2024-09-23 06:41:58,2024-09-23 09:41:58,Closed,High,10800.0,3,1,85
11839,2024-04-13 21:24:39,,Open,Medium,,2,4,9
11840,2024-02-06 01:05:42,,In Progress,High,,3,2,32
11841,2024-05-10 22:05:31,,In Progress,High,,1,4,44
11842,2024-07-23 11:51:23,,Open,Medium,,4,4,21
11843,2024-10-15 12:25:23,2024-10-15 16:25:23,Resolved,Critical,14400.0,3,1,87
11844,2024-06-01 11:08:59,2024-06-01 14:08:59,Closed,Critical,10800.0,1,5,26
11845,2024-04-18 09:18:59,,Open,Medium,,2,5,24
11846,2024-04-19 17:36:47,,Open,Low,,2,1,33
11847,2024-10-06 08:13:19,2024-10-13 08:13:19,Closed,Low,604800.0,1,5,51
11848,2024-02-19 09:13:43,,Open,Low,,4,4,50
11849,2024-07-03 12:28:06,,Open,Medium,,1,4,21
11850,2024-01-29 17:29:31,,Open,Critical,,1,5,32
11851,2024-08-06 03:43:09,2024-08-06 06:43:09,Resolved,High,10800.0,4,5,25
11852,2024-10-11 11:59:06,,In Progress,Medium,,4,3,63
11853,2024-06-01 17:07:09,,In Progress,High,,2,4,21
11854,2024-03-01 05:51:24,2024-03-06 08:51:24,Resolved,Low,442800.0,3,3,39
11855,2024-01-07 13:45:14,2024-01-09 09:45:14,Resolved,Medium,158400.0,2,5,62
11856,2024-10-25 00:40:55,2024-10-26 08:40:55,Resolved,Medium,115200.0,4,2,79
11857,2024-06-02 10:41:01,,Open,High,,4,2,89
11858,2024-10-02 15:01:26,2024-10-02 19:01:26,Closed,Critical,14400.0,4,3,12
11859,2024-09-14 01:01:37,,Open,High,,3,1,70
11860,2024-09-17 15:30:08,2024-09-20 09:30:08,Closed,Low,237600.0,4,1,33
11861,2024-10-18 22:10:16,2024-10-18 23:10:16,Closed,Critical,3600.0,2,5,34
11862,2024-02-28 06:32:02,,In Progress,Low,,3,4,80
11863,2024-01-11 11:45:29,2024-01-12 00:45:29,Resolved,Medium,46800.0,3,5,72
11864,2024-03-06 22:56:20,2024-03-07 02:56:20,Closed,Critical,14400.0,2,1,71
11865,2024-05-20 10:31:08,,In Progress,High,,4,4,85
11866,2024-06-28 21:01:40,2024-06-29 00:01:40,Resolved,Critical,10800.0,1,4,19
11867,2024-07-18 13:29:09,2024-07-20 12:29:09,Resolved,Low,169200.0,4,1,3
11868,2024-01-14 06:55:29,,Open,Medium,,2,1,75
11869,2024-06-17 17:23:36,,Open,Critical,,1,3,69
11870,2024-06-26 23:13:22,,In Progress,Critical,,4,1,1
11871,2024-03-21 18:33:06,2024-03-22 02:33:06,Resolved,High,28800.0,4,3,90
11872,2024-01-31 23:16:14,2024-02-02 03:16:14,Closed,Low,100800.0,2,2,22
11873,2024-07-20 09:04:09,2024-07-21 09:04:09,Resolved,Medium,86400.0,1,3,95
11874,2024-09-03 20:41:36,2024-09-06 18:41:36,Resolved,Medium,252000.0,3,4,84
11875,2024-02-25 08:00:15,2024-02-25 12:00:15,Closed,High,14400.0,1,5,65
11876,2024-05-21 10:51:19,2024-05-21 14:51:19,Closed,Critical,14400.0,3,5,80
11877,2024-08-15 07:26:32,,Open,Critical,,1,1,22
11878,2024-07-27 21:20:07,2024-07-28 00:20:07,Closed,Critical,10800.0,2,1,59
11879,2024-02-21 07:55:36,2024-02-21 08:55:36,Resolved,Critical,3600.0,4,2,25
11880,2024-06-28 23:40:42,2024-06-29 08:40:42,Resolved,High,32400.0,1,3,70
11881,2024-04-06 20:57:27,2024-04-07 00:57:27,Closed,Critical,14400.0,1,5,65
11882,2024-07-09 15:10:00,2024-07-09 18:10:00,Resolved,Medium,10800.0,4,5,18
11883,2024-02-25 13:30:09,2024-02-25 17:30:09,Resolved,Critical,14400.0,1,5,32
11884,2024-03-12 19:03:31,,In Progress,Low,,3,5,49
11885,2024-07-25 12:19:11,2024-07-27 10:19:11,Closed,Medium,165600.0,4,1,40
11886,2024-02-17 02:52:42,2024-02-22 08:52:42,Resolved,Low,453600.0,3,2,18
11887,2024-08-14 12:43:28,,Open,Medium,,2,1,65
11888,2024-08-14 23:31:02,,In Progress,Low,,3,5,10
11889,2024-07-28 10:02:45,,Open,Medium,,3,3,86
11890,2024-04-15 02:00:33,,Open,High,,1,3,36
11891,2024-07-17 05:23:49,2024-07-21 18:23:49,Closed,Low,392400.0,1,4,74
11892,2024-05-09 20:58:32,,In Progress,Critical,,3,5,41
11893,2024-06-02 19:31:21,2024-06-02 23:31:21,Resolved,High,14400.0,1,1,85
11894,2024-04-04 12:46:19,,Open,Critical,,2,2,97
11895,2024-04-19 03:19:48,,In Progress,High,,3,4,7
11896,2024-06-10 23:47:15,,In Progress,High,,1,3,68
11897,2024-01-29 10:36:28,,Open,Critical,,1,3,35
11898,2024-10-19 16:22:27,2024-10-20 14:22:27,Resolved,High,79200.0,2,4,35
11899,2024-04-05 18:00:04,,In Progress,High,,4,1,66
11900,2024-04-07 11:06:25,2024-04-09 12:06:25,Closed,Low,176400.0,2,1,40
11901,2024-01-31 07:55:02,2024-02-01 11:55:02,Resolved,Medium,100800.0,3,1,79
11902,2024-10-10 17:15:32,,Open,Medium,,4,5,96
11903,2024-07-08 17:06:06,,In Progress,Medium,,4,5,70
11904,2024-04-23 13:09:51,2024-04-23 17:09:51,Closed,Critical,14400.0,4,3,2
11905,2024-07-17 03:56:06,,In Progress,Low,,3,2,90
11906,2024-03-06 18:34:52,2024-03-06 19:34:52,Resolved,Critical,3600.0,4,5,65
11907,2024-01-11 08:26:44,,In Progress,Critical,,1,1,33
11908,2024-03-01 22:42:22,,Open,Critical,,4,3,12
11909,2024-06-08 19:55:51,,Open,Critical,,3,4,39
11910,2024-01-29 01:05:31,,Open,Critical,,2,2,63
11911,2024-04-22 22:24:57,2024-04-23 21:24:57,Closed,High,82800.0,1,2,43
11912,2024-03-10 22:49:24,,In Progress,Medium,,2,4,36
11913,2024-06-02 20:24:11,2024-06-02 23:24:11,Resolved,Critical,10800.0,3,1,19
11914,2024-03-20 19:51:37,,In Progress,Low,,1,5,97
11915,2024-07-29 02:11:11,2024-07-29 06:11:11,Closed,Critical,14400.0,3,4,64
11916,2024-05-06 15:37:02,,Open,Critical,,2,5,96
11917,2024-05-14 07:00:48,2024-05-17 07:00:48,Resolved,Medium,259200.0,3,4,59
11918,2024-07-18 16:51:18,2024-07-19 03:51:18,Resolved,High,39600.0,3,4,83
11919,2024-02-15 22:46:41,2024-02-17 21:46:41,Resolved,Low,169200.0,1,3,20
11920,2024-09-09 01:59:42,2024-09-15 07:59:42,Closed,Low,540000.0,4,3,5
11921,2024-09-28 06:08:48,,In Progress,Low,,3,5,6
11922,2024-09-12 16:25:40,,Open,Low,,3,2,87
11923,2024-09-04 11:42:26,,Open,Medium,,2,2,61
11924,2024-04-06 15:11:26,2024-04-07 06:11:26,Closed,High,54000.0,4,5,9
11925,2024-07-22 13:43:03,2024-07-22 22:43:03,Closed,Medium,32400.0,4,2,82
11926,2024-07-17 05:16:59,,In Progress,Critical,,3,5,44
11927,2024-10-12 22:27:14,,In Progress,Medium,,2,2,61
11928,2024-04-08 02:20:47,2024-04-11 08:20:47,Resolved,Low,280800.0,2,4,2
11929,2024-08-04 18:12:38,2024-08-04 21:12:38,Closed,Critical,10800.0,3,3,90
11930,2024-04-16 07:35:41,2024-04-16 11:35:41,Closed,Critical,14400.0,4,3,31
11931,2024-07-15 14:09:59,2024-07-15 18:09:59,Closed,Critical,14400.0,2,3,88
11932,2024-02-20 23:35:04,2024-02-22 04:35:04,Closed,Low,104400.0,1,3,28
11933,2024-07-01 05:55:53,2024-07-06 04:55:53,Closed,Low,428400.0,3,4,77
11934,2024-06-10 18:38:22,,Open,Low,,4,3,8
11935,2024-10-22 03:26:49,2024-10-22 09:26:49,Resolved,Medium,21600.0,2,1,15
11936,2024-01-12 13:20:00,,Open,Critical,,4,2,67
11937,2024-01-23 04:45:25,,In Progress,Critical,,3,1,67
11938,2024-05-29 00:29:23,,Open,Critical,,1,4,56
11939,2024-02-06 06:46:13,2024-02-06 09:46:13,Closed,Critical,10800.0,2,1,90
11940,2024-03-12 00:21:48,2024-03-15 00:21:48,Closed,Medium,259200.0,1,1,41
11941,2024-10-07 19:14:08,2024-10-08 05:14:08,Resolved,Low,36000.0,2,1,21
11942,2024-01-25 14:55:05,,In Progress,Medium,,4,5,24
11943,2024-08-08 06:45:35,2024-08-09 18:45:35,Resolved,Low,129600.0,3,2,99
11944,2024-03-21 09:15:43,2024-03-21 13:15:43,Resolved,Critical,14400.0,4,1,28
11945,2024-10-22 21:54:43,2024-10-23 00:54:43,Closed,High,10800.0,1,1,60
11946,2024-05-06 10:47:26,2024-05-08 12:47:26,Resolved,Medium,180000.0,4,2,7
11947,2024-09-19 13:17:14,2024-09-20 11:17:14,Closed,Medium,79200.0,4,2,70
11948,2024-03-08 08:04:48,,Open,Low,,2,4,80
11949,2024-07-06 01:30:53,2024-07-06 07:30:53,Closed,Low,21600.0,1,4,9
11950,2024-08-06 03:49:27,,Open,Critical,,4,2,64
11951,2024-02-23 23:15:00,,In Progress,Critical,,4,5,41
11952,2024-01-02 06:41:43,2024-01-02 10:41:43,Closed,Medium,14400.0,4,2,17
11953,2024-08-23 06:41:26,,In Progress,Low,,2,2,48
11954,2024-09-16 06:02:41,2024-09-19 10:02:41,Resolved,Low,273600.0,3,3,68
11955,2024-09-16 14:53:38,2024-09-18 19:53:38,Resolved,Medium,190800.0,4,5,67
11956,2024-09-23 19:38:12,,Open,Medium,,1,5,67
11957,2024-01-18 09:17:27,2024-01-19 04:17:27,Resolved,High,68400.0,4,2,68
11958,2024-01-10 21:24:51,,In Progress,Medium,,3,5,96
11959,2024-07-22 13:20:05,,In Progress,High,,2,3,36
11960,2024-05-31 02:45:04,,Open,Medium,,2,2,48
11961,2024-09-16 19:54:42,,In Progress,Critical,,1,1,11
11962,2024-06-26 05:56:19,2024-06-26 06:56:19,Resolved,Critical,3600.0,1,1,37
11963,2024-04-13 03:08:09,,In Progress,Low,,4,2,37
11964,2024-04-09 01:47:27,,In Progress,High,,3,4,49
11965,2024-03-10 23:54:20,2024-03-11 07:54:20,Resolved,High,28800.0,1,1,99
11966,2024-02-23 17:35:03,2024-02-24 12:35:03,Resolved,High,68400.0,3,2,63
11967,2024-06-21 20:11:43,2024-06-21 22:11:43,Resolved,Critical,7200.0,2,1,75
11968,2024-02-23 08:09:27,2024-02-23 10:09:27,Closed,Critical,7200.0,3,2,5
11969,2024-08-11 02:32:16,2024-08-13 22:32:16,Resolved,Medium,244800.0,2,5,75
11970,2024-05-27 10:44:26,2024-05-27 21:44:26,Resolved,High,39600.0,1,1,74
11971,2024-09-18 22:30:22,,In Progress,Critical,,1,1,77
11972,2024-10-18 02:19:36,2024-10-20 05:19:36,Resolved,Medium,183600.0,4,5,17
11973,2024-08-01 21:56:59,,In Progress,Medium,,3,2,96
11974,2024-05-03 18:47:49,,In Progress,Low,,2,1,47
11975,2024-02-27 20:43:10,2024-02-27 23:43:10,Closed,Critical,10800.0,1,1,15
11976,2024-10-11 18:53:21,2024-10-18 18:53:21,Closed,Low,604800.0,3,4,73
11977,2024-01-19 10:36:55,2024-01-21 10:36:55,Resolved,Low,172800.0,2,2,38
11978,2024-06-30 08:22:03,,In Progress,High,,3,5,94
11979,2024-06-20 02:36:30,2024-06-20 05:36:30,Resolved,Critical,10800.0,4,5,2
11980,2024-05-07 04:49:30,2024-05-07 08:49:30,Closed,Critical,14400.0,4,1,72
11981,2024-07-15 14:13:30,,In Progress,High,,4,1,64
11982,2024-08-10 13:47:57,,In Progress,High,,2,1,26
11983,2024-06-24 10:23:05,2024-06-24 13:23:05,Closed,Critical,10800.0,4,1,26
11984,2024-07-26 19:32:50,2024-08-02 07:32:50,Closed,Low,561600.0,1,4,10
11985,2024-06-27 22:54:25,2024-06-28 08:54:25,Resolved,High,36000.0,3,4,9
11986,2024-04-24 09:00:26,2024-04-25 00:00:26,Resolved,High,54000.0,3,2,31
11987,2024-09-22 11:12:25,2024-09-24 09:12:25,Closed,Medium,165600.0,1,1,26
11988,2024-10-12 13:20:40,2024-10-12 17:20:40,Resolved,Critical,14400.0,3,1,37
11989,2024-08-10 13:35:27,,In Progress,Medium,,2,3,96
11990,2024-10-16 22:36:18,,Open,Critical,,4,4,84
11991,2024-06-13 00:44:18,2024-06-13 04:44:18,Closed,Critical,14400.0,1,5,2
11992,2024-08-22 01:26:31,2024-08-23 21:26:31,Resolved,Medium,158400.0,4,5,22
11993,2024-09-26 19:53:23,,Open,Critical,,3,3,48
11994,2024-07-17 13:34:07,2024-07-17 17:34:07,Closed,Critical,14400.0,3,5,92
11995,2024-09-10 08:30:04,,In Progress,Low,,2,5,1
11996,2024-03-09 18:56:35,,Open,Low,,4,2,14
11997,2024-08-08 18:47:27,,In Progress,Critical,,3,4,97
11998,2024-03-06 19:02:53,,In Progress,Low,,3,4,52
11999,2024-02-27 03:56:58,2024-02-27 21:56:58,Resolved,High,64800.0,4,1,13
12000,2024-02-21 11:22:39,,In Progress,Critical,,3,5,35
12001,2024-08-13 18:36:00,,Open,High,,1,3,89
12002,2024-06-28 13:08:20,,Open,Critical,,4,3,69
12003,2024-04-01 16:17:56,2024-04-03 22:17:56,Closed,Low,194400.0,1,1,99
12004,2024-09-06 21:11:42,,Open,Critical,,1,2,32
12005,2024-08-12 14:05:35,2024-08-13 05:05:35,Resolved,High,54000.0,1,5,7
12006,2024-01-18 04:44:11,,In Progress,High,,2,2,86
12007,2024-02-27 07:12:38,,In Progress,High,,2,1,36
12008,2024-08-02 04:48:53,,Open,Low,,2,1,76
12009,2024-09-04 12:16:10,2024-09-08 04:16:10,Resolved,Low,316800.0,4,5,60
12010,2024-06-11 04:35:14,2024-06-11 16:35:14,Resolved,Low,43200.0,1,4,75
12011,2024-04-18 13:46:50,,Open,Medium,,2,4,20
12012,2024-01-16 02:03:17,2024-01-16 06:03:17,Resolved,Critical,14400.0,3,5,21
12013,2024-09-21 07:56:14,,Open,Critical,,1,2,90
12014,2024-02-05 20:01:41,2024-02-06 08:01:41,Closed,High,43200.0,1,5,18
12015,2024-09-07 18:21:28,,In Progress,Critical,,3,4,87
12016,2024-05-04 21:56:43,,Open,High,,3,3,50
12017,2024-07-15 15:10:08,2024-07-15 19:10:08,Closed,Critical,14400.0,3,4,17
12018,2024-04-03 04:17:31,,In Progress,High,,3,5,53
12019,2024-04-12 01:31:23,,Open,Low,,1,2,95
12020,2024-02-03 19:20:23,2024-02-06 18:20:23,Resolved,Low,255600.0,4,5,68
12021,2024-01-14 07:42:28,2024-01-15 22:42:28,Resolved,Low,140400.0,1,2,61
12022,2024-04-24 00:07:16,,Open,High,,4,1,97
12023,2024-06-23 11:25:55,,Open,High,,2,2,30
12024,2024-02-19 04:59:14,2024-02-20 16:59:14,Closed,Medium,129600.0,3,3,62
12025,2024-03-29 13:12:01,2024-03-30 19:12:01,Closed,Medium,108000.0,1,4,75
12026,2024-02-28 11:23:39,,In Progress,Low,,1,4,30
12027,2024-10-31 07:37:08,,Open,High,,3,1,10
12028,2024-03-12 03:53:33,2024-03-13 14:53:33,Closed,Medium,126000.0,4,5,22
12029,2024-04-08 15:43:44,,Open,Medium,,4,3,61
12030,2024-09-22 14:54:55,2024-09-22 17:54:55,Resolved,Medium,10800.0,2,1,75
12031,2024-02-17 19:02:33,,Open,Low,,4,5,9
12032,2024-10-22 06:30:13,2024-10-23 05:30:13,Closed,Medium,82800.0,2,1,84
12033,2024-02-08 03:21:49,2024-02-11 20:21:49,Closed,Low,320400.0,2,2,5
12034,2024-04-13 09:24:11,,In Progress,High,,4,2,79
12035,2024-10-27 03:24:50,2024-10-28 22:24:50,Resolved,Medium,154800.0,2,5,16
12036,2024-02-14 18:43:18,2024-02-14 20:43:18,Closed,Critical,7200.0,2,5,97
12037,2024-09-26 05:01:37,,In Progress,High,,4,3,34
12038,2024-05-02 02:50:43,,In Progress,Critical,,2,5,26
12039,2024-02-18 03:08:51,,In Progress,High,,4,5,12
12040,2024-08-08 21:17:33,,In Progress,Critical,,3,4,35
12041,2024-08-14 18:06:15,,Open,Low,,1,5,69
12042,2024-05-08 17:59:43,,Open,Medium,,4,2,7
12043,2024-02-25 21:56:03,,In Progress,High,,4,3,100
12044,2024-06-01 12:23:20,,Open,Medium,,4,3,39
12045,2024-05-11 11:13:08,,In Progress,High,,3,1,42
12046,2024-04-07 08:27:46,2024-04-07 10:27:46,Closed,Critical,7200.0,4,2,35
12047,2024-07-23 22:36:45,,Open,Critical,,3,3,26
12048,2024-08-03 11:46:37,,Open,High,,2,3,41
12049,2024-03-25 21:49:12,2024-04-01 10:49:12,Resolved,Low,565200.0,4,4,69
12050,2024-01-31 06:17:34,2024-02-02 04:17:34,Resolved,Low,165600.0,4,1,83
12051,2024-07-07 22:46:23,,Open,Low,,2,1,46
12052,2024-02-08 23:47:16,,Open,Critical,,2,3,2
12053,2024-10-18 01:43:12,2024-10-22 18:43:12,Resolved,Low,406800.0,2,1,48
12054,2024-07-06 15:16:52,,Open,Critical,,4,5,98
12055,2024-03-10 14:03:43,,In Progress,Medium,,3,1,17
12056,2024-10-20 11:05:05,2024-10-21 20:05:05,Closed,Medium,118800.0,4,4,93
12057,2024-07-30 03:09:04,2024-08-01 02:09:04,Resolved,Medium,169200.0,4,1,66
12058,2024-08-30 02:53:52,,In Progress,Critical,,2,4,97
12059,2024-01-17 04:58:40,2024-01-17 07:58:40,Closed,Medium,10800.0,4,4,60
12060,2024-07-06 14:56:48,,In Progress,High,,3,3,36
12061,2024-09-03 21:15:32,2024-09-07 10:15:32,Closed,Low,306000.0,4,1,17
12062,2024-04-22 16:10:27,2024-04-22 17:10:27,Resolved,Critical,3600.0,4,2,37
12063,2024-01-13 18:20:18,,Open,Low,,2,1,59
12064,2024-03-24 14:09:42,2024-03-24 18:09:42,Resolved,Critical,14400.0,2,4,50
12065,2024-04-02 13:30:25,,Open,Low,,1,5,17
12066,2024-05-26 08:22:29,2024-05-28 23:22:29,Resolved,Medium,226800.0,3,1,37
12067,2024-08-04 13:59:01,,In Progress,High,,2,4,45
12068,2024-04-17 18:04:32,2024-04-20 14:04:32,Closed,Medium,244800.0,3,4,57
12069,2024-09-22 12:16:29,,In Progress,Critical,,1,5,87
12070,2024-01-28 10:13:36,,Open,Critical,,4,1,28
12071,2024-06-14 10:18:02,,Open,High,,4,4,50
12072,2024-05-10 18:49:07,2024-05-10 22:49:07,Resolved,Critical,14400.0,1,5,45
12073,2024-05-18 22:40:29,2024-05-18 23:40:29,Closed,Critical,3600.0,2,1,90
12074,2024-01-15 05:32:13,2024-01-15 09:32:13,Resolved,High,14400.0,2,5,5
12075,2024-05-05 04:47:14,2024-05-07 02:47:14,Resolved,Low,165600.0,3,3,84
12076,2024-04-27 15:17:24,2024-04-28 06:17:24,Resolved,High,54000.0,3,3,53
12077,2024-07-06 08:51:49,2024-07-06 11:51:49,Resolved,Critical,10800.0,3,4,58
12078,2024-02-26 14:27:11,,Open,High,,3,4,48
12079,2024-05-28 23:38:40,,In Progress,Medium,,1,1,93
12080,2024-03-04 13:34:54,,In Progress,Medium,,1,4,84
12081,2024-03-31 14:48:59,,Open,Medium,,2,5,55
12082,2024-10-04 20:08:03,,Open,Low,,2,4,84
12083,2024-08-14 11:10:15,2024-08-14 14:10:15,Resolved,Critical,10800.0,1,1,17
12084,2024-01-10 11:06:35,2024-01-10 13:06:35,Closed,Critical,7200.0,3,2,60
12085,2024-07-12 15:26:24,,Open,Critical,,1,3,93
12086,2024-10-11 01:43:13,2024-10-12 15:43:13,Closed,Low,136800.0,4,2,28
12087,2024-07-02 06:46:59,2024-07-02 21:46:59,Resolved,High,54000.0,1,3,34
12088,2024-04-03 21:20:38,2024-04-04 03:20:38,Closed,High,21600.0,1,1,69
12089,2024-02-15 12:40:51,,In Progress,Low,,2,3,98
12090,2024-10-10 01:09:19,2024-10-11 04:09:19,Closed,Low,97200.0,2,1,18
12091,2024-07-12 13:15:14,,Open,Low,,3,1,89
12092,2024-05-05 10:09:27,2024-05-05 14:09:27,Closed,Critical,14400.0,2,4,78
12093,2024-04-03 11:33:16,2024-04-07 17:33:16,Resolved,Low,367200.0,2,4,59
12094,2024-08-25 04:57:16,,In Progress,High,,3,3,17
12095,2024-09-09 20:49:38,,In Progress,Low,,3,3,97
12096,2024-10-31 02:07:24,,Open,High,,3,4,47
12097,2024-04-28 18:14:27,2024-04-28 19:14:27,Resolved,Critical,3600.0,3,3,98
12098,2024-02-25 02:14:19,,In Progress,Low,,3,4,19
12099,2024-07-04 19:02:12,,In Progress,Critical,,2,1,37
12100,2024-05-03 23:36:16,2024-05-05 00:36:16,Resolved,Medium,90000.0,2,3,8
12101,2024-10-25 18:12:58,2024-11-01 07:12:58,Closed,Low,565200.0,2,3,13
12102,2024-10-08 02:56:13,2024-10-10 12:56:13,Closed,Medium,208800.0,1,2,100
12103,2024-01-28 18:56:08,2024-02-04 15:56:08,Resolved,Low,594000.0,3,2,86
12104,2024-10-24 10:29:33,,Open,Medium,,1,1,96
12105,2024-05-24 08:48:36,,Open,Medium,,2,4,52
12106,2024-02-03 07:02:00,2024-02-04 23:02:00,Closed,Medium,144000.0,2,4,89
12107,2024-08-07 20:04:49,,Open,High,,4,5,82
12108,2024-04-10 22:42:21,2024-04-11 01:42:21,Closed,Critical,10800.0,3,1,85
12109,2024-05-25 13:27:15,2024-05-27 22:27:15,Closed,Medium,205200.0,4,4,67
12110,2024-07-15 20:44:04,,Open,Medium,,3,5,42
12111,2024-06-29 05:18:19,2024-06-30 22:18:19,Closed,Medium,147600.0,4,1,92
12112,2024-05-14 02:58:09,,Open,Medium,,4,3,74
12113,2024-10-12 11:58:04,2024-10-15 06:58:04,Closed,Medium,241200.0,4,5,47
12114,2024-05-26 20:47:04,2024-05-27 10:47:04,Closed,Medium,50400.0,2,1,2
12115,2024-08-26 08:01:19,2024-08-26 10:01:19,Closed,Critical,7200.0,1,1,10
12116,2024-06-07 15:31:18,2024-06-08 08:31:18,Resolved,High,61200.0,3,4,33
12117,2024-09-02 15:34:58,2024-09-02 16:34:58,Resolved,Critical,3600.0,2,1,100
12118,2024-10-24 23:53:44,2024-10-25 23:53:44,Resolved,High,86400.0,1,4,8
12119,2024-04-15 07:42:07,2024-04-15 12:42:07,Resolved,High,18000.0,4,1,12
12120,2024-07-16 13:01:03,,In Progress,High,,2,3,6
12121,2024-06-17 20:58:24,2024-06-18 03:58:24,Closed,High,25200.0,4,4,77
12122,2024-10-26 09:15:43,2024-10-29 15:15:43,Resolved,Low,280800.0,1,2,21
12123,2024-01-24 21:14:40,2024-01-25 13:14:40,Closed,High,57600.0,4,5,19
12124,2024-02-25 21:40:44,,Open,Critical,,3,3,15
12125,2024-08-22 10:50:36,,Open,Low,,4,2,37
12126,2024-01-25 17:05:21,2024-01-27 21:05:21,Closed,Medium,187200.0,1,5,70
12127,2024-07-19 18:24:49,2024-07-25 03:24:49,Closed,Low,464400.0,4,5,83
12128,2024-01-24 07:50:36,,Open,Medium,,2,5,97
12129,2024-04-21 01:15:56,2024-04-23 12:15:56,Resolved,Medium,212400.0,4,5,71
12130,2024-09-24 10:21:25,,Open,Low,,2,5,96
12131,2024-01-13 03:36:24,2024-01-13 06:36:24,Closed,High,10800.0,4,4,71
12132,2024-08-11 22:20:15,,In Progress,Critical,,4,1,37
12133,2024-05-17 13:50:43,2024-05-17 22:50:43,Resolved,Medium,32400.0,4,2,31
12134,2024-01-01 10:00:14,2024-01-07 03:00:14,Closed,Low,493200.0,2,2,92
12135,2024-10-15 21:30:33,2024-10-18 22:30:33,Resolved,Low,262800.0,4,3,19
12136,2024-09-27 03:09:27,2024-10-01 16:09:27,Resolved,Low,392400.0,4,1,91
12137,2024-01-20 08:20:39,2024-01-26 09:20:39,Resolved,Low,522000.0,3,4,63
12138,2024-06-12 16:01:50,,Open,Critical,,3,4,39
12139,2024-04-07 15:40:27,2024-04-12 05:40:27,Resolved,Low,396000.0,3,3,71
12140,2024-01-03 06:55:30,,Open,Low,,2,3,65
12141,2024-04-16 00:38:33,,In Progress,Low,,1,5,8
12142,2024-03-17 22:27:11,,Open,Critical,,1,5,10
12143,2024-03-13 15:55:43,2024-03-13 17:55:43,Resolved,High,7200.0,2,4,5
12144,2024-07-07 09:48:11,,Open,Low,,2,2,69
12145,2024-07-05 12:46:37,,In Progress,High,,3,4,38
12146,2024-04-18 18:04:01,,In Progress,Critical,,2,2,46
12147,2024-04-23 08:24:43,2024-04-24 04:24:43,Resolved,High,72000.0,4,2,54
12148,2024-10-18 15:39:46,2024-10-19 01:39:46,Resolved,Medium,36000.0,4,4,22
12149,2024-09-19 00:31:57,2024-09-24 13:31:57,Resolved,Low,478800.0,4,2,31
12150,2024-02-22 00:32:27,,In Progress,Critical,,4,3,79
12151,2024-03-15 08:22:18,,Open,Medium,,2,1,8
12152,2024-06-03 07:56:53,,Open,Low,,2,3,53
12153,2024-06-27 00:49:23,,Open,Critical,,3,5,22
12154,2024-10-14 14:13:59,,In Progress,Medium,,2,5,58
